[2012-10-08 06:23:21,199 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:23:25,069 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:23:25,108 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:23:56,302 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:23:58,326 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:24:00,052 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:24:06,482 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:24:13,867 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:24:16,329 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:24:17,886 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:24:20,355 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:24:20,470 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:25:01,766 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:25:01,815 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:26:36,663 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:26:38,895 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:26:39,126 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:27:21,891 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:27:21,993 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:29:35,813 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:29:39,899 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:29:42,819 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:29:50,111 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:29:50,147 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:30:15,485 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:30:15,596 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:30:31,267 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:30:31,385 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:30:56,634 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:30:56,651 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:31:28,075 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:31:31,176 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:31:31,255 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:31:42,730 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:31:45,662 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:31:45,725 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:32:31,355 django.request WARNING] base: Not Found: /favicon.ico/
